name,url,short_description,ticket_price,ticket_price_conditions,opening_hours,payment_methods,address,visiting_services,ticket_price_raw,city,category,lat,lng,Tourpedia_id
Porte de Montreuil,,,,,,,Place de la Porte de Montreuil,,,Paris,Plaza,48.854028037728,2.4134945869446,85170.0
Place du Commerce,,,,,,,Place du Commerce,,,Paris,Plaza,48.844991246639,2.2929668426514,85185.0
La Maison D'emile Zola,,,,,,,,,,Paris,Art Museum,48.831186,2.322225,85203.0
Square des Saint Simoniens,,,,,,,18 passage des Saint-Simoniens,,,Paris,Park,48.870496051577,2.3964944801128,85204.0
Trinity Church,,,,,,,48 rue Madame,,,Paris,Church,48.847550407275,2.3315856501649,85205.0
Place Octave Chanute,,,,,,,,,,Paris,Plaza,48.866711993888,2.4059832921219,85253.0
Passerelle Léopold-Sédar-Senghor,,,,,,,Passerelle Solferino,,,Paris,Bridge,48.861880955236,2.3247241973877,85273.0
Place Vauban,,,,,,,Place Vauban,,,Paris,Plaza,48.853505642662,2.3123645782471,85294.0
Square Alboni,,,,,,,Square Alboni,,,Paris,Plaza,48.857762297748,2.2855854034424,85301.0
Temple de Ganesh,,,,,,,17 rue Pajol,,,Paris,Temple,48.885926054276,2.360932285693,85319.0
Jardin du Palais Royal,http://palais-royal.monuments-nationaux.fr,,,,,,2 Place Colette,,,Paris,Garden,48.864940612458,2.3377275466919,85345.0
Place Victor Hugo,,,,,,,Place Victor Hugo,,,Paris,Plaza,48.869655012175,2.2852849960327,85400.0
Église Sainte-Marguerite,,,,,,,36 Rue Saint-Bernard,,,Paris,Church,48.852897,2.381445,85403.0
Tombe de Jim Morrison,,,,,,,Cimetière du Père Lachaise,,,Paris,Cemetery,48.859323236668,2.393716237905,85417.0
Jardin du Pré Catelan,,,,,,,Chemin de la Croix Catelan,,,Paris,Park,48.864930883112,2.2518615634002,85533.0
Tombe d'Edith Piaf,,,,,,,Cimetière du Père Lachaise,,,Paris,Cemetery,48.859604618311,2.3987531661987,85536.0
Tombe d'Oscar Wilde,,,,,,,Cimetière du Père Lachaise,,,Paris,Cemetery,48.861788,2.397981,85537.0
Porte de Bagnolet,,,,,,,Porte de Bagnolet,,,Paris,Plaza,48.866398030459,2.4134141206741,85578.0
Promenade Péreire,,,,,,,Boulevard Pereire,,,Paris,Park,48.883510751472,2.2942471559154,85607.0
Place de la Contrescarpe,,,,,,,Place de la Contrescarpe,,,Paris,Plaza,48.844412271621,2.3494005203247,85628.0
Square de la Baleine,,,,,,,,,,Paris,Park,48.843620909592,2.3878183233039,85631.0
Temple KAGYU DZONG,,,,,,,,,,Paris,Temple,48.829163166041,2.414968146766,85632.0
Eglise Saint-Charles,,,,,,,rue de la Croix St Simon,,,Paris,Church,48.854398,2.407962,85644.0
Place Franz Liszt,,,,,,,Place Franz Liszt,,,Paris,Plaza,48.878069361415,2.3516155703839,85659.0
Place de l'Alma,,,,,,,Place de l'Alma,,,Paris,Plaza,48.864778965587,2.3010070179521,85660.0
Place Jacques Froment,,,,,,,Place Jacques Froment,,,Paris,Plaza,48.890800827183,2.3312151432037,85686.0
Place de l'Odéon,,,,,,,Place de l'Odéon,,,Paris,Plaza,48.849876964344,2.3387145996094,85724.0
Pont de Bir-Hakeim,,,,,,,Pont de Bir-Hakeim,,,Paris,Bridge,48.855750490949,2.287495136261,85797.0
Square Martin Nadaud,,,,,,,Place Martin Nadaud,,,Paris,Park,48.864950748057,2.3943986385612,85804.0
Porte de Gentilly,,,,,,,Porte de Gentilly,,,Paris,Plaza,48.816458176693,2.344057559967,85813.0
Place des Ternes,,,,,,,Place des Ternes,,,Paris,Plaza,48.878038206549,2.2980737686157,85819.0
Place Saint-Ferdinand,,,,,,,Place Saint-Ferdinand,,,Paris,Plaza,48.877957062832,2.2881013154984,85868.0
Jardins du Carrousel,,,,,,,Jardins du Carrousel,,,Paris,Garden,48.861835076599,2.3324918746948,85878.0
Église Saint-Joseph-des-Nations,,,,,,,Rue Saint-Maur,,,Paris,Church,48.869062207883,2.3736476898193,85885.0
Pont de la Tournelle,,,,,,,Pont de la Tournelle,,,Paris,Bridge,48.850664141608,2.3554676771164,85905.0
Église Saint-Nicolas-des-Champs,,,,,,,254 Rue Saint-Martin,,,Paris,Church,48.865544,2.353888,85906.0
Jardin des Grands Explorateurs Marco Polo et Cavelier-de-la-Salle,,,,,,,Avenue de l'Observatoire,,,Paris,Garden,48.842336379341,2.3369121551514,85907.0
Jardin Du Carré Baudouin,,,,,,,,,,Paris,Garden,48.869522976646,2.3924822610265,85918.0
Pont Saint-Louis,,,,,,,Pont Saint-Louis,,,Paris,Bridge,48.852753807763,2.3527318239212,85935.0
L'Espace des Blancs-Manteaux,http://www.blancsmanteaux.fr,,,,,,48 Rue Vieille du Temple,,,Paris,Art Gallery,48.858238266037,2.358552493322,85938.0
Place de la Bataille de Stalingrad,,,,,,,Place de la Bataille de Stalingrad,,,Paris,Plaza,48.883682663807,2.3693132400513,85939.0
Place Saint-Georges,,,,,,,Place Saint-Georges,,,Paris,Plaza,48.878463016637,2.3373026242589,85984.0
L'Adresse - Musée de La Poste,http://www.laposte.fr/adressemusee/,,,,,,34 boulevard de Vaugirard,,,Paris,History Museum,48.841404304023,2.3172957037064,86019.0
Paroisse Notre Dame de Grace de Passy,,,,,,,10 Rue de l'Annonciation,,,Paris,Church,48.856145799721,2.2803926467896,86025.0
Galerie de Paléontologie et d'Anatomie comparée,http://mnhn.fr,,,,,,Jardin des Plantes,,,Paris,Science Museum,48.843190805568,2.3633903853529,86040.0
Passage d'Enfer,,,,,,,Passage d'Enfer,,,Paris,Plaza,48.838816344941,2.3318535089493,86051.0
Place des Grandes Rigoles,,,,,,,Rue Levert,,,Paris,Plaza,48.873439568892,2.3902444101152,86064.0
Notre Dame de Bon Conseil,,,,,,,,,,Paris,Church,48.894318611098,2.349803036916,86066.0
La Maison Verte,,,,,,,,,,Paris,Church,48.890971,2.34120008,86078.0
Place Maubert,,,,,,,Place Maubert,,,Paris,Plaza,48.850201720589,2.3486924171448,86115.0
Moitie,,,,,,,84 rue de l aqueduc,,,Paris,Art Museum,48.884137,2.3674172333333,86134.0
Église Notre-Dame-d'Auteuil,,,,,,,Place de l'Église d'Auteuil,,,Paris,Church,48.847203,2.269422,86135.0
Porte d'Orléans,,,,,,,Place de 25 août 1944,,,Paris,Plaza,48.822943107824,2.3254108428955,86152.0
Fontaine des Innocents,,,,,,,Square des Innocents,,,Paris,Plaza,48.860621,2.348,86158.0
Chapelle Sainte Thérèse,,,,,,,40 Rue Jean de La Fontaine,,,Paris,Church,48.851493664795,2.2712087631226,86168.0
Porte de Vincennes,,,,,,,Porte de Vincennes,,,Paris,Plaza,48.846699889982,2.4144387245178,86184.0
Place Saint-Augustin,,,,,,,Place Saint-Augustin,,,Paris,Plaza,48.874750016601,2.3199820518494,86189.0
Église Saint-Ferdinand-des-Ternes,,,,,,,Place Tristan Bernard,,,Paris,Church,48.878791,2.290851,86199.0
Carrefour Numérique,,,,,,,Cité des Sciences et de l'industrie,,,Paris,Science Museum,48.895850839822,2.3937193368112,86207.0
Cour d'Honneur des Invalides,,,,,,,Hôtel des Invalides,,,Paris,Plaza,48.856456397279,2.3127722740173,86213.0
Carrefour de l'Odéon,,,,,,,Place Henri Mondor,,,Paris,Plaza,48.852376121182,2.3388433456421,86241.0
Pont de Sully,,,,,,,Pont de Sully,,,Paris,Bridge,48.850117001772,2.3590672016144,86245.0
Place de l'Hôtel de Ville — Esplanade de la Libération,,,,,,,Place de l'Hôtel de Ville,,,Paris,Plaza,48.856738757024,2.3515462875366,86248.0
Basilique Notre-Dame-des-Victoires,,,,,,,Place des Petits Pères,,,Paris,Church,48.866772,2.341013,86301.0
La Faluère,,,,,,,,,,Paris,Park,48.835153536867,2.4419535736969,86303.0
Pont Charles de Gaulle,,,,,,,Pont Charles de Gaulle,,,Paris,Bridge,48.842591,2.369099,86304.0
Jardins Pereire,,,,,,,,,,Paris,Garden,48.881198183296,2.2899256662339,86305.0
Place Sainte Marthe,,,,,,,Rue Sainte Marthe,,,Paris,Park,48.874082267681,2.3725421532831,86310.0
Square Carpeaux,,,,,,,,,,Paris,Park,48.891747561035,2.3316004599372,86311.0
Pont de la Concorde,,,,,,,Pont de la Concorde,,,Paris,Bridge,48.86338,2.31957,86317.0
Place Sainte-Opportune,,,,,,,Place Sainte-Opportune,,,Paris,Plaza,48.859562266876,2.3470616340637,86331.0
Parvis de Notre-Dame,http://www.notredamedeparis2013.com,,,,,,Parvis de Notre-Dame,,,Paris,Plaza,48.85340681055,2.3484563827515,86357.0
Place du Maréchal Juin,,,,,,,Place du Maréchal Juin,,,Paris,Plaza,48.884956,2.297285,86363.0
Porte de Saint-Ouen,,,,,,,Boulevard Ney,,,Paris,Plaza,48.898454014976,2.3292517662048,86371.0
Place Martin Nadaud,,,,,,,Avenue Gambetta,,,Paris,Plaza,48.864805210612,2.3951110459331,86383.0
Les Jardins de Roland Garros,,,,,,,Stade Roland Garros,,,Paris,Park,48.848360870973,2.2507623562204,86402.0
Fondation Louis Vuitton (chantier),,,,,,,8 avenue du Mahatma Gandhi,,,Paris,Museum,48.876477118171,2.2631754960908,86414.0
Mur de la Paix,,,,,,,Parc du Champs de Mars,,,Paris,Sculpture Garden,48.853435048316,2.3019576072693,86417.0
Église Notre-Dame-des-Champs,,,,,,,92 Bis Boulevard de Montparnasse,,,Paris,Church,48.843477,2.327181,86433.0
Porte de Vanves,,,,,,,Porte de Vanves,,,Paris,Plaza,48.825966296569,2.3003053665161,86441.0
Place du 18 Juin 1940,,,,,,,Place du 18 Juin 1940,,,Paris,Plaza,48.843790925132,2.3237800598145,86456.0
Temple protestant de l'Oratoire du Louvre,,,,,,,160 rue de Rivoli,,,Paris,Temple,48.861630386784,2.3400127887726,86465.0
La Chapelle Sainte Rita,,,,,,,65 boulevard de Clichy,,,Paris,Church,48.883697176058,2.3328540659714,86479.0
Place de la Chapelle,,,,,,,Place de la Chapelle,,,Paris,Plaza,48.884627144718,2.3594887385186,86480.0
Square de Clignancourt,,,,,,,Square de Clignancourt,,,Paris,Park,48.893065164227,2.3466217517853,86482.0
Porte Chaumont,,,,,,,Place Chaumont,,,Paris,Plaza,48.886208352123,2.3963284492493,86496.0
Square Rodin,,,,,,,Place Rodin,,,Paris,Park,48.853025599147,2.2705221176147,86498.0
Rue Du Pot De Fer,,,,,,,,,,Paris,Plaza,48.843038901272,2.3489845862476,86517.0
Place Léon Blum,,,,,,,Place Léon Blum,,,Paris,Plaza,48.857811709529,2.3803424835205,86519.0
Eglise Armenienne du Marais,,,,,,,13 rue du Perche,,,Paris,Church,48.861069,2.360551,86520.0
Place Jules Joffrin,,,,,,,Place Jules Joffrin,,,Paris,Plaza,48.892557284466,2.3447012901306,86522.0
Église Saint-Jacques-Saint-Christophe de la Villette,,,,,,,6 Place de Bitche,,,Paris,Church,48.889201,2.379621,86525.0
Place de Rhin et Danube,,,,,,,Place de Rhin et Danube,,,Paris,Plaza,48.882017615155,2.393034696579,86526.0
Place Flora Tristan,,,,,,,Place Flora Tristan,,,Paris,Plaza,48.832321108615,2.3206499218941,86565.0
Place de la Porte de Saint-Cloud,,,,,,,Place de la Porte de Saint-Cloud,,,Paris,Plaza,48.837880687362,2.2570037841797,86576.0
Place Wagram,,,,,,,Place Wagram,,,Paris,Plaza,48.887379438055,2.3047041893005,86597.0
Laureline's Garden,,,,,,,,,,Paris,Garden,48.843955,2.249936,86617.0
Place d'Iéna,,,,,,,Place d'Iéna,,,Paris,Plaza,48.864820629424,2.2938895225525,86627.0
Place Dalida,,,,,,,Place Dalida,,,Paris,Plaza,48.888550496562,2.338103055954,86631.0
Porte de la Villette,,,,,,,Avenue de Flandre,,,Paris,Plaza,48.898312952989,2.3859214782715,86639.0
Escaliers de Lamarck-Caulaincourt,,,,,,,Rue Lamarck,,,Paris,Plaza,48.889771,2.338615,86652.0
Jardin Serge Gainsbourg,,,,,,,9 Avenue de la Porte des Lilas,,,Paris,Garden,48.878707127823,2.4081461512975,86659.0
Place du Docteur Félix Lobligeois,,,,,,,Place du Docteur Félix Lobligeois,,,Paris,Plaza,48.886529,2.318312,86663.0
Église Saint-Paul Saint-Louis,,,,,,,99 Rue Saint-Antoine,,,Paris,Church,48.854755146112,2.3615026473999,86665.0
Pont d'Iéna,,,,,,,Pont d'Iéna,,,Paris,Bridge,48.859745789504,2.2921085357666,86691.0
Place Félix Eboué,http://paris.fr,,,,,,Place Félix Eboué,,,Paris,Plaza,48.839610757469,2.3957920074463,86699.0
Place Jacques Bonsergent,,,,,,,Place Jacques Bonsergent,,,Paris,Plaza,48.871059365745,2.3609018325806,86711.0
Pont Qui Bouge,,,,,,,31 Quai de la Loire,,,Paris,Bridge,48.887193303682,2.3775007111179,86724.0
Église Saint-Gervais Saint-Protais,,,,,,,13 rue Barres,,,Paris,Church,48.855496362234,2.3546576499939,86743.0
Square Henri Collet,,,,,,,Rue Gros,,,Paris,Garden,48.851790171876,2.2752106189728,86780.0
Rue Mallet Stevens,,,,,,,Rue Mallet Stevens,,,Paris,Plaza,48.854920475946,2.2660412406592,86789.0
Banc Public,,,,,,,Route du Point du Jour à Suresnes,,,Paris,Park,48.851794,2.24114,86792.0
Église Notre-Dame-de-Bonne-Nouvelle,,,,,,,25 Rue de la Lune,,,Paris,Church,48.869636,2.349932,86804.0
FRAC Île-de-France — Le Plateau,http://www.fracidf-leplateau.com,,,,,,Place Hannah Arendt,,,Paris,Art Museum,48.877717,2.385852,86826.0
Place de Barcelone,,,,,,,Place de Barcelone,,,Paris,Plaza,48.84732543728,2.2739601668514,86848.0
Église Notre-Dame-du-Travail,,,,,,,59 rue Vercingétorix,,,Paris,Church,48.836034,2.31701,86849.0
Porte de Champerret,,,,,,,Place de la Porte de Champerret,,,Paris,Plaza,48.885876774618,2.290381193161,86867.0
L'Eglise Notre-Dame de Consolation,,,,,,,"23, rue Jean-Goujon",,,Paris,Church,48.865623895659,2.3048845286287,86884.0
Cathédrale Saint-Alexandre-Nevsky,,,,,,,12 rue Daru,,,Paris,Church,48.877594,2.302033,86888.0
Pelouse aux Lions,,,,,,,Lagardère Paris Racing,,,Paris,Garden,48.864308140058,2.2565363230117,86897.0
Place des Antilles,,,,,,,Place des Antilles,,,Paris,Plaza,48.848415535174,2.398796081543,86911.0
Place de Varsovie,,,,,,,Place de Varsovie,,,Paris,Plaza,48.860508107063,2.2910785675049,86929.0
Square de la Madone,,,,,,,Rue de la Madone,,,Paris,Plaza,48.892212491788,2.3616876269256,86934.0
Place de la Convention,,,,,,,Place Geneviève de Gaulle Anthonioz,,,Paris,Plaza,48.837381074365,2.2963598370552,86952.0
Porte de Pantin,,,,,,,Porte de Pantin,,,Paris,Plaza,48.889622767045,2.3963713645935,86955.0
American Cathedral in Paris,,,,,,,Cathédrale américaine de la Sainte-Trinité de Paris,,,Paris,Church,48.867536,2.300807,86957.0
Musée National du Sport,,,,,,,93 avenue de France,,,Paris,Museum,48.829172937641,2.377724647522,86963.0
Porte d'Asnières,,,,,,,Avenue de la Porte d'Asnières,,,Paris,Plaza,48.891075939026,2.3024940490723,86973.0
Jardin des Invalides,,,,,,,Place Vauban,,,Paris,Garden,48.854493953053,2.3125147819519,86975.0
Jardin de la Cité Prost,,,,,,,rue de Chanzy,,,Paris,Garden,48.852075986244,2.3857489133144,86977.0
Place Raoul Dautry,,,,,,,Place Raoul Dautry,,,Paris,Plaza,48.841594968388,2.3208832740784,86984.0
Place Georges Pompidou,,,,,,,Place Georges Pompidou,,,Paris,Plaza,48.860691626223,2.3515677452087,86987.0
Square Van Vollenhoven,,,,,,,,,,Paris,Park,48.834794771571,2.406616675539,86989.0
Église Saint-Séverin,,,,,,,3 rue des Prêtres Saint-Séverin,,,Paris,Church,48.852114915712,2.3456132411957,87014.0
Rond-Point des Champs-Élysées — Marcel Dassault,,,,,,,Avenue des Champs-Élysées,,,Paris,Plaza,48.869005749965,2.3101490736008,87026.0
Square Alberto Giacometti,,,,,,,rue Didot,,,Paris,Park,48.831729627757,2.3200035095215,87047.0
Cimetière de Passy,,,,,,,2 Rue du Commandant Schloesing,,,Paris,Cemetery,48.862413850165,2.2850918769836,87052.0
Place Rodin,,,,,,,Place Rodin,,,Paris,Plaza,48.853307978243,2.2709834575653,87081.0
Place Pinel,,,,,,,,,,Paris,Plaza,48.833232256698,2.3615322059436,87102.0
Porte Saint-Martin,,,,,,,Porte Saint-Martin,,,Paris,Historic Site,48.869118665737,2.3556232452393,87105.0
Porte d'Aubervilliers,,,,,,,Avenue de la Porte d'Aubervilliers,,,Paris,Plaza,48.900725058165,2.3709225654602,87125.0
Pont de Grenelle,,,,,,,Pont de Grenelle,,,Paris,Bridge,48.850244079944,2.2800493240356,87141.0
Porte Dorée,,,,,,,Avenue de Daumesnil,,,Paris,Plaza,48.835204257113,2.407443523407,87171.0
Parc de Passy,,,,,,,,,,Paris,Garden,48.85589123672,2.2832954282989,87174.0
Place Balard,,,,,,,Place Balard,,,Paris,Plaza,48.836736689819,2.2785472869873,87189.0
Église Saint-Étienne-du-Mont,,,,,,,Place Sainte-Geneviève,,,Paris,Church,48.846544561178,2.3479628562927,87194.0
statue d'Artagnan,,,,,,,place du Général Catroux,,,Paris,Sculpture Garden,48.882937935059,2.3079776700711,87230.0
Église Notre-Dame de la Croix,,,,,,,3 Place de Ménilmontant,,,Paris,Church,48.868504683151,2.387267947197,87231.0
Place Saint-Sulpice,,,,,,,Place Saint-Sulpice,,,Paris,Plaza,48.850822987538,2.3333233594894,87261.0
Esplanade du 9 Novembre 1989,,,,,,,Place de la Porte de Versailles,,,Paris,Plaza,48.83256299579,2.2879564762115,87277.0
Daso,,,,,,,rue du cotentin,,,Paris,Temple,48.838118438745,2.313118,87297.0
Église Sainte-Élisabeth-de-Hongrie,,,,,,,195 Rue du Temple,,,Paris,Church,48.866061,2.360719,87319.0
Pont Tournant de la Grange aux Belles,,,,,,,Quai de Jemmapes,,,Paris,Bridge,48.873021160517,2.3639273643494,87328.0
Église Saint-Jean de Montmartre,,,,,,,19 rue des Abesses,,,Paris,Church,48.884252,2.338041,87332.0
Hillsong Paris,,,,,,,Bobino,,,Paris,Church,48.839874647623,2.3232150224521,87333.0
Place Adolphe Chérioux,,,,,,,Place Adolphe Chérioux,,,Paris,Park,48.840246278419,2.30064868927,87381.0
Porte d'Italie,,,,,,,Porte d'Italie,,,Paris,Plaza,48.817100997353,2.3603637438226,87384.0
Église Saint Julien Le Pauvre,,,,,,,79 Rue Galande,,,Paris,Church,48.85219179689,2.3469456314934,87406.0
Eglise Saint-Ignace,,,,,,,33 Rue De Sèvres,,,Paris,Church,48.850594630679,2.3257098119736,87407.0
Église Saint-Jean-Baptiste-de-La-Salle,,,,,,,17 Rue du Docteur Roux,,,Paris,Church,48.84127,2.312295,87408.0
Le jardin de bagnolet,,,,,,,37 rue de bagnolet,,,Paris,Garden,48.857375,2.398685,87433.0
Chapelle notre dame,,,,,,,20 rue cortambert,,,Paris,Church,48.871619072919,2.2958884564396,87450.0
Crématorium du Père Lachaise,http://crematorium-perelachaise.fr,,,,,,Cimetière du Père Lachaise,,,Paris,Church,48.862435024681,2.395920753479,87466.0
Square Jan Doornik,,,,,,,58 boulevard Dufrenoy,,,Paris,Park,48.867934395496,2.2733606176454,87469.0
Église Saint-Ambroise,,,,,,,71 boulevard Voltaire,,,Paris,Church,48.861326879657,2.3760294914246,87477.0
Église du Saint-Esprit,,,,,,,186 Avenue Daumesnil,,,Paris,Church,48.838206,2.397639,87483.0
Place Henri Frenay,,,,,,,Place Henri Frenay,,,Paris,Plaza,48.845231579421,2.3765029087306,87533.0
Église Saint-Bernard de la Chapelle,,,,,,,Rue Affre,,,Paris,Church,48.886081,2.355065,87570.0
Église Saint-Vincent-de-Paul,,,,,,,Place Franz Liszt,,,Paris,Church,48.878973,2.35193,87618.0
Paroisse Notre-Dame du Liban,http://www.notredameduliban.org,,,,,,5-17 rue d'ULM,,,Paris,Church,48.844384028766,2.3453450202942,87632.0
Église Sainte-Jeanne-de-Chantal,,,,,,,Place de la Porte de Saint-Cloud,,,Paris,Church,48.838722,2.256139,87634.0
Parc de la Folie-Titon,,,,,,,Paris 11,,,Paris,Park,48.852097392082,2.3857539240271,87677.0
Square Robert Schuman,,,,,,,,,,Paris,Park,48.869102597237,2.272763,87690.0
Pont d'Austerlitz,,,,,,,Pont d'Austerlitz,,,Paris,Bridge,48.844973595061,2.3660945892334,87708.0
Chapelle Saint Vincent de Paul,,,,,,,69 rue de Sèvres,,,Paris,Church,48.848891028262,2.3219977919658,87712.0
Pont de l'Archevêché,,,,,,,Pont de l'Archevêché,,,Paris,Bridge,48.851621,2.351595,87716.0
Église Saint-Leu Saint-Gilles,,,,,,,92 Rue Saint-Denis,,,Paris,Church,48.862914977968,2.3499369621277,87794.0
Place de l'Europe,,,,,,,Place de l'Europe,,,Paris,Bridge,48.878835803234,2.3236355144946,87798.0
Église Saint-Denys de la Chapelle,,,,,,,16 Rue de la Chapelle,,,Paris,Church,48.89133,2.36021,87802.0
Église Notre-Dame-de-la-Nativité de Bercy,,,,,,,Place Lachambaudie,,,Paris,Church,48.836313,2.387249,87804.0
Jardin d'Alleray,,,,,,,62 rue d'Alleray,,,Paris,Garden,48.836051691131,2.3049187660217,87811.0
Pont National,,,,,,,Pont National,,,Paris,Bridge,48.828000489152,2.3869514465332,87822.0
Place des Pyramides,,,,,,,Place des Pyramides,,,Paris,Plaza,48.863878399718,2.332164645195,87858.0
Galerie Itinerrance,,,,,,,7bis rue René Goscinny,,,Paris,Art Gallery,48.830801685139,2.3801647866044,87863.0
Place du Général Catroux,,,,,,,Place du Général Catroux,,,Paris,Plaza,48.882596155293,2.3104333877563,87889.0
Pont Levant,,,,,,,Bassin de la Villette,,,Paris,Bridge,48.888395297613,2.3793983459473,87890.0
Jardin Rachmaninov,,,,,,,,,,Paris,Garden,48.89530015552,2.3645518274459,87891.0
Esplanade Saint Louis,,,,,,,Esplanade Saint Louis,,,Paris,Plaza,48.836276110388,2.4314973623222,87899.0
Place du Palais Bourbon,,,,,,,Place du Palais Bourbon,,,Paris,Plaza,48.860578691435,2.3183727264404,87903.0
Jardin d’Éole,,,,,,,45 Rue d’Aubervilliers,,,Paris,Garden,48.887619295645,2.3663091659546,87906.0
Notre-Dame de l'Arche d'Alliance,,,,,,,Jardin d'Alleray-Procession,,,Paris,Church,48.83688125,2.30868284,87913.0
Place des Fêtes,,,,,,,Place des Fêtes,,,Paris,Plaza,48.877124216403,2.3937694546906,87917.0
Place de la Porte de Versailles,,,,,,,Place de la Porte de Versailles,,,Paris,Plaza,48.832281076131,2.2882971723995,87941.0
Église Saint-Merry,,,,,,,Rue Saint-Martin,,,Paris,Church,48.859075222794,2.3508596420288,87952.0
Pont de Tolbiac,,,,,,,Pont de Tolbiac,,,Paris,Bridge,48.832937300649,2.3810505867004,87959.0
Pont de Bercy,,,,,,,Pont de Bercy,,,Paris,Bridge,48.838149028681,2.3749887943268,87960.0
Pont De Caulaincourt,,,,,,,,,,Paris,Bridge,48.885301445104,2.3309470348602,87963.0
Square Carnot,,,,,,,,,,Paris,Park,48.839704287732,2.4332125456009,87987.0
Jardin Yitzhak Rabin,,,,,,,38 rue Paul Belmondo,,,Paris,Garden,48.835349454182,2.3824618881628,88012.0
"Le Mur des ""Je t'aime""",,,,,,,Place des Abbesses,,,Paris,Public Art,48.884762,2.338579,88051.0
Place du Général Beuret,,,,,,,Place du Général Beuret,,,Paris,Plaza,48.841884473019,2.3031163215637,88052.0
Place du Brésil,,,,,,,Place du Brésil,,,Paris,Plaza,48.884232964308,2.302633523941,88074.0
Pont Tournant de la Rue Dieu,,,,,,,Rue Dieu,,,Paris,Bridge,48.870882941582,2.3656439781189,88080.0
Place Étienne Pernet,,,,,,,Place Étienne Pernet,,,Paris,Plaza,48.842830647212,2.2922694683075,88083.0
Basilique Notre-Dame-du-Perpétuel-Secours,,,,,,,55 boulevard de Ménilmontant,,,Paris,Church,48.861726,2.387128,88099.0
Eglise Evangelique Protestante,,,,,,,3 rue de Wattignies,,,Paris,Temple,48.837079824384,2.3924427906237,88119.0
Place Édouard Renard,,,,,,,Place Édouard Renard,,,Paris,Plaza,48.83521838113,2.407443523407,88127.0
Place du Colonel Fabien,,,,,,,Place du Colonel Fabien,,,Paris,Plaza,48.87806643042,2.3703002929688,88145.0
Église Saint-Dominique,,,,,,,20 Rue de la Tombe Issoire,,,Paris,Church,48.83203,2.33504,88148.0
L'église Af83,,,,,,,,,,Paris,Church,48.869423193792,2.3472703661061,88175.0
Couvent Dominicain De St Jacques,,,,,,,20 Rue des Tanneries,,,Paris,Church,48.833240979895,2.346031665802,88196.0
Square Passy,,,,,,,,,,Paris,Park,48.856951019685,2.262720855972,88225.0
Place de Ménilmontant,,,,,,,Place de Ménilmontant,,,Paris,Plaza,48.868554084327,2.3882818222046,88230.0
Cité-Refuge De L'Armée Du Salut Le Corbusier,,,,,,,12 rue Cantagrel,,,Paris,Art Gallery,48.823472446056,2.3764735307265,88238.0
Parc de la Cité Internationale Universitaire,,,,,,,Cité Internationale Universitaire,,,Paris,Park,48.818280823802,2.3375344276428,88260.0
Église Saint-Georges de la Villette,,,,,,,114 Avenue Simon Bolivar,,,Paris,Church,48.879536,2.374565,88264.0
Église Saint-Germain-de-Charonne,,,,,,,4 Place Saint-Blaise,,,Paris,Church,48.860505,2.403998,88268.0
Meadows,,,,,,,,,,Paris,Garden,48.88687396511,2.3880977420512,88269.0
Temple Boudhiste,,,,,,,,,,Paris,Temple,48.851541,2.403062,88276.0
Place Salvador Allende,,,,,,,Place Salvador Allende,,,Paris,Plaza,48.857889356516,2.3102831840515,88295.0
Eglise Evangelique Allemande,,,,,,,25 rue blanche,,,Paris,Church,48.879251,2.330904,88296.0
Place Armand Carrel,,,,,,,,,,Paris,Plaza,48.881987294105,2.3816588123429,88322.0
Porte De Vitry,,,,,,,Av de la Porte de Vitry,,,Paris,Plaza,48.824009720935,2.3770299553871,88324.0
Eglise Du Sacré Coeur Colombes,,,,,,,,,,Paris,Church,48.86748652808,2.3076269304115,88328.0
Square Du Jeu De Boules,,,,,,,,,,Paris,Park,48.83922,2.422451,88330.0
Sainte Rita,,,,,,,13 passage lagny,,,Paris,Church,48.849978,2.408633,88353.0
Passerelle Des Meuniers,,,,,,,2 rue des Meuniers,,,Paris,Bridge,48.833274973145,2.3989873492144,88354.0
Théâtre de Verdure,,,,,,,"Jardin Shakespeare, Pré Catelan, Bois de Boulogne",,,Paris,Park,48.864258613048,2.252099692121,88361.0
Eglise Orthodoxe de Saint-Seraphin-de-Sarov,,,,,,,91 rue Lecourbe,,,Paris,Church,48.842804029608,2.3044229125015,88377.0
Quais de Jussieu,,,,,,,Port Saint-Bernard,,,Paris,Park,48.848202844791,2.360079510171,88395.0
Place de Torcy,,,,,,,Place de Torcy,,,Paris,Plaza,48.891247236681,2.3609516591676,88402.0
Passage des Soupirs,,,,,,,Passage des Soupirs,,,Paris,Plaza,48.868688172989,2.3964142799377,88403.0
Centre Paroissial,,,,,,,,,,Paris,Church,48.829193,2.326719,88415.0
Église Notre-Dame-des-Otages,,,,,,,81 rue de Haxo,,,Paris,Church,48.874194,2.402905,88435.0
Notre-Dame D'Espérance,,,,,,,49 Rue de la Roquette,,,Paris,Church,48.855451888325,2.3745103209512,88452.0
Place Paul Verlaine,,,,,,,Place Paul Verlaine,,,Paris,Plaza,48.827668525862,2.3525655269623,88504.0
Jardin Debergue - Rendez-Vous,,,,,,,Rue du Rendez-Vous,,,Paris,Garden,48.846493724299,2.4042870880345,88512.0
Porte de Châtillon,,,,,,,25 Avenue de la Porte de Châtillon,,,Paris,Plaza,48.822498090344,2.3146069049835,88526.0
