input_name,wiki_name,wiki_description,wiki_url,category,lat,lon
Cathédrale de Chartres,Cathédrale Notre-Dame de Chartres,"Notre-Dame de Chartres Cathedral is a Catholic building located in the heart of the city of Chartres in the French department of Eure-et-Loir, in the Centre-Val de Loire region. A monument of Gothic architecture, it is traditionally considered one of the best preserved cathedrals of this style due to its sculptures, stained glass windows and paving.",https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Notre-Dame_de_Chartres,Monument / Landmark,48.44722,1.487417
Grotte de Pair-non-Pair,Grotte de Pair-non-Pair,"The Pair-non-Pair cave is an ornate cave, discovered in 1881, which contains artistic representations dated more than 32,000 years before the present, attributed to the Aurignacian culture.",https://fr.wikipedia.org/wiki/Grotte_de_Pair-non-Pair,Historic Site,45.038977777778,-0.50178055555556
Domaine national du château de Coucy,Château de Coucy,"Coucy Castle is a former fortified castle and stately residence, built from the 13th century, today in ruins and whose remains stand in the French commune of Coucy-le-Château-Auffrique in the Aisne department, in the Hauts-de-France region. The castle was the seat of the powerful House of Coucy until the death of Enguerrand VII of Coucy in 1397.",https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_Coucy,Historic Site,49.52166667,3.31861111
Domaine national de Saint-Cloud,Parc de Saint-Cloud,"The Parc de Saint-Cloud (pronounced ; Park of Saint-Cloud), officially the Domaine national de Saint-Cloud (pronounced ; National Estate of Saint-Cloud), is a domaine national (national estate) located mostly within the Saint-Cloud commune, in the Hauts-de-Seine department, southwest of Paris, France.",https://en.wikipedia.org/wiki/Parc_de_Saint-Cloud,Park,,
Cloître de la cathédrale de Fréjus,Cathédrale Saint-Léonce de Fréjus,"Saint-Léonce de Fréjus Cathedral is a Catholic cathedral located in the historic center of Fréjus, in the Var department. It has been classified as a Historic Monument since 1862. It is a building of medieval origin but resulting from several eras:",https://fr.wikipedia.org/wiki/Cath%C3%A9drale_Saint-L%C3%A9once_de_Fr%C3%A9jus,Monument / Landmark,43.433174,6.736751
Château de Gramont,Château de Gramont,,https://fr.wikipedia.org/wiki/Ch%C3%A2teau_de_Gramont,Historic Site,,
Abbaye du Mont-Saint-Michel,Abbaye du Mont-Saint-Michel,"The Mont-Saint-Michel Abbey is a monastic establishment still in activity. Formerly a Benedictine, since 2001 it has been affiliated with the order of the Monastic Fraternities of Jerusalem. It is located on the islet of Mont Saint-Michel, which itself is on the territory of the French commune named Le Mont-Saint-Michel in the Manche department in the Normandy region.",https://fr.wikipedia.org/wiki/Abbaye_du_Mont-Saint-Michel,Historic Site,48.635834,-1.511389
Château de Rambouillet,Château de Rambouillet,"The Château de Rambouillet (pronounced ), also known in English as the Castle of Rambouillet, is a château in the town of Rambouillet, Yvelines department, in the Île-de-France region in northern France, 50 km (31 mi) southwest of Paris. It was the summer residence of the Presidents of France from 1896 until 2009, and it is now managed by the Centre des monuments nationaux.",https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Rambouillet,Monument / Landmark,,
Château de Carrouges,Château de Carrouges,"The Château de Carrouges is a château, dating partly from the 14th century, located in the commune of Carrouges, in the Orne department, Normandy, northern France. It is unusual in its combination of an austere fortress with a comfortable residence. The original fortifications at Carrouges were besieged and destroyed by English forces during the Hundred Years War. After the war, the château was rebuilt by Jean Blosset, grand seneschal of Normandy, in the 15th century.",https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Carrouges,Historic Site,,
Château d'Aulteribe,Château d'Aulteribe,"The Château d'Aulteribe is a castle located in Sermentizon, in the Puy-de-Dôme département, Auvergne, central France.",https://en.wikipedia.org/wiki/Ch%C3%A2teau_d%27Aulteribe,Historic Site,,
Trophée d'Auguste,Trophée des Alpes,"The Trophy of Augustus or Trophy of the Alps is a Roman commemorative monument in a ruined state, dating from 7-6 BC. AD, located in the commune of La Turbie in the Alpes-Maritimes, in France. It overlooks the principality of Monaco. Its Latin name is Tropæum Alpium.",https://fr.wikipedia.org/wiki/Troph%C3%A9e_des_Alpes,Monument / Landmark,43.744777777778,7.4018027777778
Site gallo-romain de Sanxay,Site antique de Sanxay,"The ancient site of Sanxay is a site which brings together several constructions dating from the 1st and 2nd centuries, located on the territory of the commune of Sanxay, in the department of Vienne, in France.",https://fr.wikipedia.org/wiki/Site_antique_de_Sanxay,Historic Site,46.494891,-0.02208
Arc de triomphe,Arc de Triomphe,"The Arc de Triomphe de l'Étoile, often simply called the Arc de Triomphe, is one of the most famous monuments in Paris, France. It is located at the western end of the Champs-Élysées, at the centre of Place Charles de Gaulle—formerly known as Place de l'Étoile—named for the star-shaped configuration formed by the convergence of twelve radiating avenues. Paving stones of different colors trace a stellar pattern on the plaza's surface, with its points reaching toward the centre of each avenue. The monument is situated at the intersection of three arrondissements: the 16th (to the south and west), the 17th (to the north), and the 8th (to the east). Commissioned to honor those who fought and died for France during the French Revolutionary and Napoleonic Wars, the Arc bears the names of French victories and generals engraved on its inner and outer surfaces. Beneath its vault lies the Tomb of the Unknown Soldier from World War I, marked by an eternal flame commemorating unidentified fallen soldiers.",https://en.wikipedia.org/wiki/Arc_de_Triomphe,Monument / Landmark,,
Domaine national du Palais-Royal,Palais-Royal,"The Palais-Royal, a monumental ensemble (palace, garden, galleries, theater) north of the Louvre Palace in the 1st arrondissement of Paris, is a key place in the history of France and Parisian life.",https://fr.wikipedia.org/wiki/Palais-Royal,Monument / Landmark,48.863333333333,2.3369444444444
Maison des Jardies,Maison des Jardies,"La Maison des Jardies, labeled Maisons des Illustres, is a residence located in Sèvres, in Hauts-de-Seine. It contains various objects and documents linked to Léon Gambetta, one of its famous owners.",https://fr.wikipedia.org/wiki/Maison_des_Jardies,Historic Site,48.8271,2.1987
Château de Voltaire,Château de Voltaire,"The Château de Voltaire is located in Ferney-Voltaire (Ain) in France, close to the border with Switzerland and the city of Geneva. It was Voltaire's home between 1761 and 1778. It was listed as a historical monument in 1958 and acquired by the French State in 1999.",https://en.wikipedia.org/wiki/Ch%C3%A2teau_de_Voltaire,Monument / Landmark,,
Église de la Madeleine,"La Madeleine, Paris","The Church of Saint Mary Magdalene (French: église Sainte-Marie-Madeleine ), less formally called La Madeleine (), is a Catholic parish church on Place de la Madeleine in the eighth arrondissement of Paris. It was planned by Louis XV as the focal point of the new Rue Royal, leading to the new Place Louis XV, the present Place de la Concorde. It was dedicated in 1764 by Louis XV, but work was halted due to the French Revolution. Napoleon Bonaparte had it redesigned in the Neoclassical style to become a monument to the glory of his armies. After his downfall in 1814, construction as a church resumed, but it was not completed until 1842. The building is surrounded on all four sides by Corinthian columns. The interior is noted for its frescoes on the domed ceiling, and monumental sculptures by François Rude, Carlo Marochetti and other prominent 19th-century French artists.","https://en.wikipedia.org/wiki/La_Madeleine,_Paris",Monument / Landmark,,
Cimetière de Montmartre,Montmartre Cemetery,"The Cemetery of Montmartre (French: Cimetière de Montmartre) is a cemetery in the 18th arrondissement of Paris, France, that dates to the early 19th century. Officially known as the Cimetière du Nord, it is the third largest necropolis in Paris, after the Père Lachaise Cemetery and the Montparnasse Cemetery.",https://en.wikipedia.org/wiki/Montmartre_Cemetery,Cemetery,,
Place Vendôme,Place Vendôme,"The Place Vendôme (French: ; lit. 'Vendôme Square'), originally the Place Louis-le-Grand ('Louis the Great Square'), and later the Place Internationale ('International Square'), is a public square in the 1st arrondissement of Paris, located to the north of the Tuileries Gardens and east of the Église de la Madeleine. It is the starting point of the Rue de la Paix. Its regular architecture by Jules Hardouin-Mansart and pedimented screens canted across the corners give the rectangular Place Vendôme the aspect of an octagon. The original Vendôme Column at the centre of the square was erected by Napoleon I to commemorate the Battle of Austerlitz; it was torn down on 16 May 1871, by decree of the Paris Commune, but subsequently re-erected and remains a prominent feature on the square today.",https://en.wikipedia.org/wiki/Place_Vend%C3%B4me,Garden,,
Bois de Vincennes,Bois de Vincennes,"The Bois de Vincennes (French pronunciation: ), located on the eastern edge of Paris, France, is the largest public park in the city. It was created between 1855 and 1866 by Emperor Napoleon III.",https://en.wikipedia.org/wiki/Bois_de_Vincennes,Park,,
Église Saint-Germain l'Auxerrois,Saint-Germain l'Auxerrois,"The Church of Saint-Germain l'Auxerrois (French pronunciation: ) is a medieval Catholic church in the 1st arrondissement of Paris, directly across from the Louvre Palace. It was named for Saint Germanus of Auxerre, a medieval bishop of Auxerre, who became a papal envoy and met Saint Genevieve, the patron saint of Paris, on his journeys. Genevieve is reputed to have converted Queen Clotilde and her husband, French king Clovis I to Christianity at the tomb of Saint Germain in Auxerre.",https://en.wikipedia.org/wiki/Saint-Germain_l%27Auxerrois,Church,,
American Church in Paris,American Church in Paris,"The American Church in Paris (formerly the American Chapel in Paris) was the first American church established outside the United States. It traces its roots back to 1814, and the present church building - located at 65 Quai d'Orsay in the 7th arrondissement of Paris, France - dates to 1931.",https://en.wikipedia.org/wiki/American_Church_in_Paris,Church,,
Église du Val-de-Grâce,Val-de-Grâce (church),"The Church of the Val-de-Grâce (French pronunciation: ) is a Roman Catholic church in the 5th arrondissement of Paris. The church was built as part of a royal abbey by Anne of Austria, the Queen of France, to celebrate the birth of her son, Louis XIV in 1638. Construction began in 1645 under the direction of architect François Mansart and was completed in 1665 by Gabriel Le Duc. The abbey and church were turned into a hospital during the French Revolution and then became part of the Val-de-Grâce Hospital, which closed in 1979. The church is attached to the diocese of the French military and is open to visitors at specified hours. Its dome is a landmark in the skyline of Paris.",https://en.wikipedia.org/wiki/Val-de-Gr%C3%A2ce_(church),Monument / Landmark,,
Grande Mosquée de Paris,Grand Mosque of Paris,"The Grand Mosque of Paris (French: Grande Mosquée de Paris, pronounced ; Arabic: مسجد باريس الكبير), also known as the Great Mosque of Paris or simply the Paris Mosque, located in the 5th arrondissement of Paris, is one of the largest mosques in France. It comprises prayer rooms, an outdoor garden, a small library, a gift shop, along with a cafe and restaurant. In all, the mosque plays an important role in promoting the visibility of Islam and Muslims in France. Completed in 1926, is the oldest mosque in metropolitan France.",https://en.wikipedia.org/wiki/Grand_Mosque_of_Paris,Garden,,
